gstin,ewb_no,ewb_date,doc_type,doc_no,doc_date,supply_type,sub_supply_type,from_gstin,from_state,from_place,to_gstin,to_state,hsn,taxable_value,igst,cgst,sgst,cess,total_invoice_value,transporter_id,transporter_name,vehicle_no,distance_km,valid_upto,status,cancelled,extended
29AABCV1234K1Z9,2144738489599,19-04-2024 15:00,INV,VPI/KA/24-25/0017,19-04-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,84819090,1894725.64,0.0,0.0,0.0,0.0,1894725.64,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA34BA1818,1004,25-04-2024 15:00,Active,N,N
29AABCV1234K1Z9,4804311289357,15-04-2024 13:22,INV,VPI/KA/24-25/0018,15-04-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,84139110,1588178.99,0.0,0.0,0.0,0.0,1588178.99,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA12CJ2874,529,18-04-2024 13:22,Active,N,N
29AABCV1234K1Z9,7016106474617,11-04-2024 18:42,INV,VPI/KA/24-25/0020,11-04-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,36,72085190,570544.52,102698.01,0.0,0.0,0.0,673242.53,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA14BA5193,822,16-04-2024 18:42,Active,N,N
27AABCV1234K1ZD,3454570490075,29-04-2024 13:15,INV,VPI/MH/24-25/0001,29-04-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AACCS7712F1ZB,29,84819090,492050.58,88569.1,0.0,0.0,0.0,580619.68,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA34EK5115,268,01-05-2024 13:15,Active,N,N
27AABCV1234K1ZD,8315172697093,27-04-2024 14:57,INV,VPI/MH/24-25/0003,27-04-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,07AAACN8899J1ZP,07,73181500,44182.19,7952.79,0.0,0.0,0.0,52134.98,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA52AC5625,1447,05-05-2024 14:57,Active,N,N
27AABCV1234K1ZD,5167069021749,22-04-2024 20:35,INV,VPI/MH/24-25/0005,22-04-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,27AAEFS1122H1ZJ,27,72085190,2012872.53,0.0,181158.53,181158.53,0.0,2375189.59,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA46LJ9883,709,26-04-2024 20:35,Active,N,N
27AABCV1234K1ZD,8509281321460,14-04-2024 12:32,INV,VPI/MH/24-25/0006,14-04-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,07AAACN8899J1ZP,07,84139110,289628.23,52133.08,0.0,0.0,0.0,341761.31,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA33JB6481,1236,21-04-2024 12:32,Active,N,N
29AABCV1234K1Z9,1976235578683,19-05-2024 10:00,INV,VPI/KA/24-25/0022,19-05-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,19AAACB6677K1Z6,19,72085190,1377744.6,247994.03,0.0,0.0,0.0,1625738.63,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA52EH9692,1662,28-05-2024 10:00,Active,N,N
29AABCV1234K1Z9,4556448839093,19-05-2024 19:27,INV,VPI/KA/24-25/0024,19-05-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,27AAEFS1122H1ZJ,27,73181500,96266.43,17327.96,0.0,0.0,0.0,113594.39,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA51LD7101,1083,25-05-2024 19:27,Active,N,N
29AABCV1234K1Z9,8977015756655,07-05-2024 18:15,INV,VPI/KA/24-25/0025,07-05-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AACCS7712F1ZB,29,73181500,82029.99,0.0,7382.7,7382.7,0.0,96795.39,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA03HD3893,1437,15-05-2024 18:15,Active,N,N
29AABCV1234K1Z9,8855776106760,21-05-2024 13:33,INV,VPI/KA/24-25/0030,21-05-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,27AAEFS1122H1ZJ,27,84819090,709301.01,127674.18,0.0,0.0,0.0,836975.19,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA05BG3731,903,26-05-2024 13:33,Active,N,N
29AABCV1234K1Z9,3707771849981,08-05-2024 08:35,INV,VPI/KA/24-25/0031,08-05-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,19AAACB6677K1Z6,19,72085190,2188068.93,393852.41,0.0,0.0,0.0,2581921.34,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA44AB5424,1783,17-05-2024 08:35,Active,N,N
29AABCV1234K1Z9,5842011198007,04-05-2024 10:07,INV,VPI/KA/24-25/0033,04-05-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,27AAEFS1122H1ZJ,27,40169390,46606.22,5592.75,0.0,0.0,0.0,52198.97,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA13LK9098,409,07-05-2024 10:07,Active,N,N
29AABCV1234K1Z9,6715577665662,19-05-2024 19:52,INV,VPI/KA/24-25/0035,19-05-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AAGFK9012M1ZX,29,72085190,781331.03,0.0,70319.8,70319.79,0.0,921970.62,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA03FH9257,1715,28-05-2024 19:52,Active,N,N
29AABCV1234K1Z9,7782440926282,06-05-2024 16:31,INV,VPI/KA/24-25/0037,06-05-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,84819090,1046480.28,0.0,0.0,0.0,0.0,1046480.28,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA28JB9005,1477,14-05-2024 16:31,Active,N,N
29AABCV1234K1Z9,8575188333577,03-05-2024 12:43,INV,VPI/KA/24-25/0038,03-05-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,84819090,1764376.42,0.0,0.0,0.0,0.0,1764376.42,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA47BG1386,735,07-05-2024 12:43,Active,N,N
29AABCV1234K1Z9,8451804352742,31-05-2024 08:38,INV,VPI/KA/24-25/0040,31-05-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,32,40169390,925921.25,111110.55,0.0,0.0,0.0,1037031.8,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA36KA4412,936,05-06-2024 08:38,Active,N,N
27AABCV1234K1ZD,3843850895197,12-05-2024 15:37,INV,VPI/MH/24-25/0007,12-05-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AACCS7712F1ZB,29,84139110,942813.09,169706.36,0.0,0.0,0.0,1112519.45,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA16JG6569,970,17-05-2024 15:37,Active,N,N
27AABCV1234K1ZD,6285689891049,16-05-2024 08:28,INV,VPI/MH/24-25/0008,16-05-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AAFCQ2233R1ZV,29,84139110,1253611.53,0.0,0.0,0.0,0.0,1253611.53,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA05GF6267,1584,24-05-2024 08:28,Active,N,N
27AABCV1234K1ZD,9578732705075,01-05-2024 16:09,INV,VPI/MH/24-25/0009,01-05-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AAGFK9012M1ZX,29,40169390,82785.58,9934.27,0.0,0.0,0.0,92719.85,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA36KE6510,345,03-05-2024 16:09,Active,N,N
27AABCV1234K1ZD,6554107758176,17-05-2024 15:42,INV,VPI/MH/24-25/0010,17-05-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,19AAACB6677K1Z6,19,84819090,543969.16,97914.45,0.0,0.0,0.0,641883.61,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA45FA8045,739,21-05-2024 15:42,Active,N,N
27AABCV1234K1ZD,2486255536459,13-05-2024 17:49,INV,VPI/MH/24-25/0011,13-05-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,19AAACB6677K1Z6,19,40169390,182862.99,21943.56,0.0,0.0,0.0,204806.55,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA31LK2630,658,17-05-2024 17:49,Active,N,N
27AABCV1234K1ZD,8978389019842,09-05-2024 13:02,INV,VPI/MH/24-25/0012,09-05-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29ADHPG5566Q1ZQ,29,73181500,183568.02,33042.24,0.0,0.0,0.0,216610.26,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA25LH3708,1619,18-05-2024 13:02,Active,N,N
29AABCV1234K1Z9,4994332170203,21-06-2024 12:07,INV,VPI/KA/24-25/0041,21-06-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29ADHPG5566Q1ZQ,29,84819090,184087.55,0.0,16567.88,16567.88,0.0,217223.31,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA24BA9961,209,23-06-2024 12:07,Active,N,N
29AABCV1234K1Z9,6867695306662,07-06-2024 10:40,INV,VPI/KA/24-25/0042,07-06-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,07AAACN8899J1ZP,07,84819090,215035.61,38706.41,0.0,0.0,0.0,253742.02,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA07GA9808,1713,16-06-2024 10:40,Active,N,N
29AABCV1234K1Z9,2336332595879,26-06-2024 18:17,INV,VPI/KA/24-25/0045,26-06-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,36AABCD4455L1ZH,36,73181500,79628.35,14333.1,0.0,0.0,0.0,93961.45,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA31DH5394,983,01-07-2024 18:17,Active,N,N
29AABCV1234K1Z9,3684219727740,20-06-2024 17:02,INV,VPI/KA/24-25/0046,20-06-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29ADHPG5566Q1ZQ,29,84819090,323553.89,0.0,29119.85,29119.85,0.0,381793.59,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA13GB9720,1190,26-06-2024 17:02,Active,N,N
29AABCV1234K1Z9,6318681631739,14-06-2024 19:55,INV,VPI/KA/24-25/0047,14-06-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AACCS7712F1ZB,29,84139110,200120.58,0.0,18010.85,18010.85,0.0,236142.28,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA14EB9979,99,15-06-2024 19:55,Active,N,N
29AABCV1234K1Z9,3975366670108,03-06-2024 20:14,INV,VPI/KA/24-25/0051,03-06-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AAGFK9012M1ZX,29,84139110,163277.66,0.0,14694.99,14694.99,0.0,192667.64,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA40HG5408,761,07-06-2024 20:14,Active,N,N
29AABCV1234K1Z9,2944497835782,29-06-2024 08:24,INV,VPI/KA/24-25/0053,29-06-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,27AAEFS1122H1ZJ,27,84139110,109718.85,19749.39,0.0,0.0,0.0,129468.24,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA07EH6412,1401,07-07-2024 08:24,Active,N,N
29AABCV1234K1Z9,9736794565199,15-06-2024 11:18,INV,VPI/KA/24-25/0054,15-06-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,19AAACB6677K1Z6,19,84819090,106606.26,19189.13,0.0,0.0,0.0,125795.39,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA28HG6653,523,18-06-2024 11:18,Active,N,N
29AABCV1234K1Z9,2868492824498,28-06-2024 08:31,INV,VPI/KA/24-25/0057,28-06-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,72085190,2977670.19,0.0,0.0,0.0,0.0,2977670.19,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA50BH6615,1145,04-07-2024 08:31,Active,N,N
29AABCV1234K1Z9,4345279660581,02-06-2024 09:29,INV,VPI/KA/24-25/0058,02-06-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,73181500,2312188.59,0.0,0.0,0.0,0.0,2312188.59,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA17GE4373,1282,09-06-2024 09:29,Active,N,N
29AABCV1234K1Z9,4916654179952,15-06-2024 10:05,INV,VPI/KA/24-25/0059,15-06-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,06,84819090,2093757.72,376876.39,0.0,0.0,0.0,2470634.11,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA08GE7660,22,16-06-2024 10:05,Active,N,N
27AABCV1234K1ZD,2246347637318,13-06-2024 20:15,INV,VPI/MH/24-25/0013,13-06-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,27AAEFS1122H1ZJ,27,84819090,87712.72,0.0,7894.15,7894.14,0.0,103501.01,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA45CK2520,1421,21-06-2024 20:15,Active,N,N
27AABCV1234K1ZD,3792388215698,12-06-2024 19:45,INV,VPI/MH/24-25/0014,12-06-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AACCS7712F1ZB,29,84139110,195060.05,35110.81,0.0,0.0,0.0,230170.86,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA27JF5827,1042,18-06-2024 19:45,Active,N,N
27AABCV1234K1ZD,1212298273636,22-06-2024 11:18,INV,VPI/MH/24-25/0016,22-06-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,36AABCD4455L1ZH,36,73181500,200363.11,36065.36,0.0,0.0,0.0,236428.47,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA34FB9341,1646,01-07-2024 11:18,Active,N,N
27AABCV1234K1ZD,6916477607242,11-06-2024 10:44,INV,VPI/MH/24-25/0017,11-06-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,19AAACB6677K1Z6,19,72085190,1793982.26,322916.81,0.0,0.0,0.0,2116899.07,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA38KK6336,759,15-06-2024 10:44,Active,N,N
29AABCV1234K1Z9,5154223394322,11-07-2024 18:41,INV,VPI/KA/24-25/0063,11-07-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AAAGK3344N1Z0,29,84139110,53890.18,0.0,4850.12,4850.11,0.0,63590.41,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA05LD4024,28,12-07-2024 18:41,Active,N,N
29AABCV1234K1Z9,1379011391621,31-07-2024 17:41,INV,VPI/KA/24-25/0064,31-07-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,19AAACB6677K1Z6,19,84819090,577835.25,104010.35,0.0,0.0,0.0,681845.6,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA34KK5838,1513,08-08-2024 17:41,Active,N,N
29AABCV1234K1Z9,5354490371408,17-07-2024 11:06,INV,VPI/KA/24-25/0065,17-07-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,07AAACN8899J1ZP,07,84819090,310389.88,55870.18,0.0,0.0,0.0,366260.06,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA28LB4890,182,18-07-2024 11:06,Active,N,N
29AABCV1234K1Z9,1138258676355,15-07-2024 17:24,INV,VPI/KA/24-25/0066,15-07-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,27AAEFS1122H1ZJ,27,73181500,65025.42,11704.58,0.0,0.0,0.0,76730.0,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA23BJ9158,405,18-07-2024 17:24,Active,N,N
29AABCV1234K1Z9,7065542396084,23-07-2024 08:21,INV,VPI/KA/24-25/0070,23-07-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,27AAEFS1122H1ZJ,27,84819090,936238.38,168522.91,0.0,0.0,0.0,1104761.29,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA14HH4090,1570,31-07-2024 08:21,Active,N,N
29AABCV1234K1Z9,4759553619698,27-07-2024 16:53,INV,VPI/KA/24-25/0074,27-07-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,27AAEFS1122H1ZJ,27,73181500,60864.67,10955.64,0.0,0.0,0.0,71820.31,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA44FE2955,1475,04-08-2024 16:53,Active,N,N
29AABCV1234K1Z9,5103635511268,06-07-2024 14:22,INV,VPI/KA/24-25/0075,06-07-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29ADHPG5566Q1ZQ,29,84139110,209234.79,0.0,18831.13,18831.13,0.0,246897.05,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA29DE5833,380,08-07-2024 14:22,Active,N,N
29AABCV1234K1Z9,7965154447510,05-07-2024 17:05,INV,VPI/KA/24-25/0076,05-07-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AAGFK9012M1ZX,29,73181500,152211.58,0.0,13699.04,13699.04,0.0,179609.66,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA26KJ5076,677,09-07-2024 17:05,Active,N,N
29AABCV1234K1Z9,9023532464056,03-07-2024 09:11,INV,VPI/KA/24-25/0077,03-07-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,84819090,1636202.09,0.0,0.0,0.0,0.0,1636202.09,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA20GL1882,1429,11-07-2024 09:11,Active,N,N
29AABCV1234K1Z9,4873109557918,31-07-2024 10:26,INV,VPI/KA/24-25/0078,31-07-2024,Outward,Export,29AABCV1234K1Z9,29,Bengaluru,URP,96,72085190,2418808.73,0.0,0.0,0.0,0.0,2418808.73,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA28CE9066,444,03-08-2024 10:26,Cancelled,Y,N
29AABCV1234K1Z9,5167819154638,21-07-2024 15:17,INV,VPI/KA/24-25/0079,21-07-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,06,84819090,2163958.69,389512.56,0.0,0.0,0.0,2553471.25,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA30AL5134,228,23-07-2024 15:17,Active,N,N
29AABCV1234K1Z9,5593230793941,03-07-2024 20:47,INV,VPI/KA/24-25/0080,03-07-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,URP,06,72085190,1189511.92,214112.15,0.0,0.0,0.0,1403624.07,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA09CK3878,901,08-07-2024 20:47,Active,N,N
27AABCV1234K1ZD,7404151346098,28-07-2024 19:04,INV,VPI/MH/24-25/0019,28-07-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,07AAACN8899J1ZP,07,73181500,129083.1,23234.96,0.0,0.0,0.0,152318.06,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA08LE7953,154,29-07-2024 19:04,Active,N,N
27AABCV1234K1ZD,2383260909598,30-07-2024 19:35,INV,VPI/MH/24-25/0023,30-07-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,29AAAGK3344N1Z0,29,84139110,253721.45,45669.86,0.0,0.0,0.0,299391.31,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA17CH7115,848,04-08-2024 19:35,Active,N,N
27AABCV1234K1ZD,5175361917799,20-07-2024 19:37,INV,VPI/MH/24-25/0024,20-07-2024,Outward,Supply,27AABCV1234K1ZD,27,Navi Mumbai,19AAACB6677K1Z6,19,40169390,110123.44,13214.81,0.0,0.0,0.0,123338.25,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA50LF4961,511,23-07-2024 19:37,Active,N,N
29AABCV1234K1Z9,5807120110646,29-08-2024 14:18,INV,VPI/KA/24-25/0083,29-08-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,27AAEFS1122H1ZJ,27,84139110,824219.76,148359.56,0.0,0.0,0.0,972579.32,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA19BA4770,385,31-08-2024 14:18,Active,N,N
29AABCV1234K1Z9,6084759503987,05-08-2024 20:33,INV,VPI/KA/24-25/0086,05-08-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29AACCS7712F1ZB,29,84819090,216135.1,0.0,19452.16,19452.16,0.0,255039.42,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA37FL3541,1670,14-08-2024 20:33,Active,N,N
29AABCV1234K1Z9,1712583476025,26-08-2024 19:22,INV,VPI/KA/24-25/0087,26-08-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,07AAACN8899J1ZP,07,84139110,196623.68,35392.26,0.0,0.0,0.0,232015.94,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA31AD1575,601,30-08-2024 19:22,Active,N,N
29AABCV1234K1Z9,4658714938224,20-08-2024 17:58,INV,VPI/KA/24-25/0089,20-08-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,36AABCD4455L1ZH,36,73181500,65111.72,11720.11,0.0,0.0,0.0,76831.83,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA13EG6483,786,24-08-2024 17:58,Active,N,N
29AABCV1234K1Z9,8656287867268,23-08-2024 18:13,INV,VPI/KA/24-25/0092,23-08-2024,Outward,Supply,29AABCV1234K1Z9,29,Bengaluru,29ADHPG5566Q1ZQ,29,84139110,90798.23,0.0,8171.84,8171.84,0.0,107141.91,29AAECM1177X1ZF,MAHALAKSHMI ROADLINES PRIVATE LIMITED,KA49DH1262,1781,01-09-2024 18:13,Active,N,N
